ratios_min,ratios_max,approx_TV,learning_rate,num_epochs,num_agents,clip_range,ratios_mean
1.0,1.0,0.0,0.0005,0,5,0.5,1.0
0.9704430103302002,1.033092737197876,0.023972056806087494,0.0005,1,5,0.5,0.9995510578155518
0.938431441783905,1.070068359375,0.05025569722056389,0.0005,2,5,0.5,0.999058187007904
0.9056298136711121,1.1099132299423218,0.07788970321416855,0.0005,3,5,0.5,0.998539388179779
0.8727022409439087,1.1522046327590942,0.10661596059799194,0.0005,4,5,0.5,0.9979992508888245
0.8399447202682495,1.1971886157989502,0.13625098764896393,0.0005,5,5,0.5,0.9974440336227417
0.8076015114784241,1.244899034500122,0.1667199432849884,0.0005,6,5,0.5,0.9968739748001099
0.7739075422286987,1.2947951555252075,0.198114812374115,0.0005,7,5,0.5,0.9962888360023499
0.740224301815033,1.347236156463623,0.23050802946090698,0.0005,8,5,0.5,0.9956923127174377
0.7066218852996826,1.4023418426513672,0.26385581493377686,0.0005,9,5,0.5,0.9950838685035706
0.6731483340263367,1.460317611694336,0.2982053756713867,0.0005,10,5,0.5,0.994464635848999
0.6398972868919373,1.521712064743042,0.3336079716682434,0.0005,11,5,0.5,0.9938317537307739
0.6069340705871582,1.5865097045898438,0.37008973956108093,0.0005,12,5,0.5,0.9931900501251221
0.5742942690849304,1.6548739671707153,0.4077466130256653,0.0005,13,5,0.5,0.9925341010093689
0.5420776605606079,1.7269580364227295,0.44658327102661133,0.0005,14,5,0.5,0.9918661117553711
0.5103810429573059,1.8029515743255615,0.48768267035484314,0.0005,15,5,0.5,0.9911889433860779
0.47930729389190674,1.8829504251480103,0.5300444960594177,0.0005,16,5,0.5,0.9905083179473877
0.44942283630371094,1.9650485515594482,0.5724624395370483,0.0005,17,5,0.5,0.98982834815979
0.42106983065605164,2.047365665435791,0.6141867637634277,0.0005,18,5,0.5,0.9891566634178162
0.395170122385025,2.127838134765625,0.6540631055831909,0.0005,19,5,0.5,0.9885109663009644
0.3721739947795868,2.2062559127807617,0.6908278465270996,0.0005,20,5,0.5,0.987908124923706
0.35199838876724243,2.28045654296875,0.7240660786628723,0.0005,21,5,0.5,0.9873555302619934
0.33485278487205505,2.348771810531616,0.7530080080032349,0.0005,22,5,0.5,0.9868660569190979
0.320872962474823,2.411306619644165,0.7770163416862488,0.0005,23,5,0.5,0.9864360094070435
0.3098834156990051,2.469019889831543,0.795561671257019,0.0005,24,5,0.5,0.9860644936561584
0.3018549680709839,2.520493268966675,0.8078097701072693,0.0005,25,5,0.5,0.9857584834098816
0.29651328921318054,2.564568281173706,0.8138318061828613,0.0005,26,5,0.5,0.9855100512504578
0.2935000956058502,2.6022799015045166,0.8152339458465576,0.0005,27,5,0.5,0.9853079319000244
0.2926042377948761,2.6344528198242188,0.8118553757667542,0.0005,28,5,0.5,0.9851512312889099
0.2934611737728119,2.661693811416626,0.8037660121917725,0.0005,29,5,0.5,0.9850359559059143
0.2957344353199005,2.6861817836761475,0.7927663326263428,0.0005,30,5,0.5,0.9849593639373779
0.29904842376708984,2.7084238529205322,0.780377984046936,0.0005,31,5,0.5,0.984916627407074
0.3031819760799408,2.7307043075561523,0.7675555348396301,0.0005,32,5,0.5,0.9848976731300354
0.30787333846092224,2.7536866664886475,0.7556698322296143,0.0005,33,5,0.5,0.9848936796188354
0.31278562545776367,2.77822208404541,0.7524008750915527,0.0005,34,5,0.5,0.9848974943161011
0.31769976019859314,2.8056399822235107,0.7488246560096741,0.0005,35,5,0.5,0.984896183013916
0.3223409652709961,2.836557388305664,0.745771586894989,0.0005,36,5,0.5,0.9848901033401489
0.32667219638824463,2.8703126907348633,0.7431628704071045,0.0005,37,5,0.5,0.984883189201355
0.33055633306503296,2.906524419784546,0.7421841621398926,0.0005,38,5,0.5,0.984867513179779
0.3336234390735626,2.944488286972046,0.7444702982902527,0.0005,39,5,0.5,0.9848405718803406
0.33573654294013977,2.984502077102661,0.747626006603241,0.0005,40,5,0.5,0.9848010540008545
0.33644330501556396,3.0276894569396973,0.7524334192276001,0.0005,41,5,0.5,0.9847407341003418
0.33585405349731445,3.073004722595215,0.7593659162521362,0.0005,42,5,0.5,0.9846513867378235
0.3337364196777344,3.120340585708618,0.7690021991729736,0.0005,43,5,0.5,0.9845327138900757
0.3301053047180176,3.1693713665008545,0.7818482518196106,0.0005,44,5,0.5,0.9843868017196655
0.3254929780960083,3.2173609733581543,0.7958609461784363,0.0005,45,5,0.5,0.9842250347137451
0.3200022578239441,3.264565944671631,0.8107699155807495,0.0005,46,5,0.5,0.9840418100357056
0.31426823139190674,3.3076069355010986,0.8262292146682739,0.0005,47,5,0.5,0.9838563203811646
0.3083227574825287,3.3467116355895996,0.8420148491859436,0.0005,48,5,0.5,0.9836711883544922
0.30229201912879944,3.3826208114624023,0.8582091331481934,0.0005,49,5,0.5,0.9834867119789124
0.29651400446891785,3.4138925075531006,0.8730629086494446,0.0005,50,5,0.5,0.9833030104637146
0.29097267985343933,3.440159559249878,0.8866612315177917,0.0005,51,5,0.5,0.9831243753433228
0.2857580780982971,3.457946300506592,0.8986061811447144,0.0005,52,5,0.5,0.9829676747322083
0.28106406331062317,3.467085123062134,0.9074953198432922,0.0005,53,5,0.5,0.9828335046768188
0.2769096791744232,3.4683380126953125,0.9145179986953735,0.0005,54,5,0.5,0.9827222228050232
0.27313753962516785,3.4620490074157715,0.9201525449752808,0.0005,55,5,0.5,0.9826430082321167
0.2698725461959839,3.450230836868286,0.924029529094696,0.0005,56,5,0.5,0.9825889468193054
0.2671341001987457,3.43669056892395,0.9260826706886292,0.0005,57,5,0.5,0.9825247526168823
0.2649913728237152,3.421853542327881,0.9268978238105774,0.0005,58,5,0.5,0.9824422597885132
0.26354488730430603,3.406026601791382,0.9351562261581421,0.0005,59,5,0.5,0.982347846031189
0.26263877749443054,3.389735698699951,0.9508383870124817,0.0005,60,5,0.5,0.9822458028793335
0.26196783781051636,3.3748738765716553,0.9662811160087585,0.0005,61,5,0.5,0.9821097254753113
0.26149168610572815,3.3618156909942627,0.9812794327735901,0.0005,62,5,0.5,0.9819381237030029
0.26123136281967163,3.362226963043213,0.9960382580757141,0.0005,63,5,0.5,0.9817376732826233
0.26116347312927246,3.3707799911499023,1.0118927955627441,0.0005,64,5,0.5,0.9815200567245483
0.2610233426094055,3.3797895908355713,1.027753472328186,0.0005,65,5,0.5,0.9812859296798706
0.26074695587158203,3.389256477355957,1.0438206195831299,0.0005,66,5,0.5,0.98100745677948
0.26032859086990356,3.400672674179077,1.0616459846496582,0.0005,67,5,0.5,0.980681300163269
0.25971734523773193,3.410949230194092,1.0822585821151733,0.0005,68,5,0.5,0.980302631855011
0.2591550648212433,3.4155757427215576,1.1036030054092407,0.0005,69,5,0.5,0.9799002408981323
0.25848811864852905,3.418618679046631,1.1254216432571411,0.0005,70,5,0.5,0.979453980922699
0.2574854791164398,3.4218757152557373,1.1483879089355469,0.0005,71,5,0.5,0.9789502620697021
0.25605013966560364,3.424290657043457,1.1715517044067383,0.0005,72,5,0.5,0.9784067869186401
0.25424012541770935,3.4241247177124023,1.194152593612671,0.0005,73,5,0.5,0.9778562188148499
0.2521788775920868,3.4212543964385986,1.2156267166137695,0.0005,74,5,0.5,0.9773120284080505
0.2458147555589676,3.411801815032959,1.2373698949813843,0.0005,75,5,0.5,0.9767634272575378
0.2380342036485672,3.3959314823150635,1.259550929069519,0.0005,76,5,0.5,0.9762076735496521
0.23038728535175323,3.3785085678100586,1.281710147857666,0.0005,77,5,0.5,0.9756652116775513
0.2233378291130066,3.359924077987671,1.3026247024536133,0.0005,78,5,0.5,0.9751760959625244
0.2165910303592682,3.3421432971954346,1.3227488994598389,0.0005,79,5,0.5,0.9747533798217773
0.2100461721420288,3.3250458240509033,1.3427900075912476,0.0005,80,5,0.5,0.9743736386299133
0.20387332141399384,3.3049559593200684,1.3634204864501953,0.0005,81,5,0.5,0.973989725112915
0.19829881191253662,3.279817819595337,1.3843799829483032,0.0005,82,5,0.5,0.9735987782478333
0.19330927729606628,3.243861198425293,1.4051259756088257,0.0005,83,5,0.5,0.973223090171814
0.1891908347606659,3.1993443965911865,1.425229787826538,0.0005,84,5,0.5,0.9728498458862305
0.1853422075510025,3.1562323570251465,1.4466251134872437,0.0005,85,5,0.5,0.9724593162536621
0.18168102204799652,3.10490083694458,1.4683071374893188,0.0005,86,5,0.5,0.9720594882965088
0.1788666546344757,3.0937063694000244,1.4891244173049927,0.0005,87,5,0.5,0.9716412425041199
0.1764284372329712,3.1259515285491943,1.5098366737365723,0.0005,88,5,0.5,0.9712018966674805
0.17408324778079987,3.1555097103118896,1.5303292274475098,0.0005,89,5,0.5,0.9707569479942322
0.17140182852745056,3.188814163208008,1.5517024993896484,0.0005,90,5,0.5,0.9702661037445068
0.1673383265733719,3.2303996086120605,1.5745620727539062,0.0005,91,5,0.5,0.9696968197822571
0.16176360845565796,3.2796132564544678,1.5986418724060059,0.0005,92,5,0.5,0.9690864086151123
0.15464255213737488,3.3331382274627686,1.6230942010879517,0.0005,93,5,0.5,0.9684562087059021
0.14720499515533447,3.3850057125091553,1.6470484733581543,0.0005,94,5,0.5,0.9678004384040833
0.14005795121192932,3.430718183517456,1.6699568033218384,0.0005,95,5,0.5,0.9671290516853333
0.13456010818481445,3.4696710109710693,1.692080020904541,0.0005,96,5,0.5,0.9663946628570557
0.13028942048549652,3.502986192703247,1.7136962413787842,0.0005,97,5,0.5,0.9655961990356445
0.12683571875095367,3.5297317504882812,1.7343021631240845,0.0005,98,5,0.5,0.9647688865661621
0.12359988689422607,3.5566318035125732,1.7534270286560059,0.0005,99,5,0.5,0.9639701247215271
